"S01F1","S01F2","S01F3","S01F4","S01F5","S01F6","S01F7","S02F1","S02F2","S02F3","S02F4","S02F5","S02F6","S02F7","S03F1","S03F2","S03F3","S03F4","S03F5","S03F6","S03F7","S04F1","S04F2","S04F3","S04F4","S04F5","S04F6","S04F7","S05F1","S05F2","S05F3","S05F4","S05F5","S05F6","S05F7","S06F1","S06F2","S06F3","S06F4","S06F5","S06F6","S06F7","S07F1","S07F2","S07F3","S07F4","S07F5","S07F6","S07F7","S08F1","S08F2","S08F3","S08F4","S08F5","S08F6","S08F7","S09F1","S09F2","S09F3","S09F4","S09F5","S09F6","S09F7","S10F1","S10F2","S10F3","S10F4","S10F5","S10F6","S10F7","S11F1","S11F2","S11F3","S11F4","S11F5","S11F6","S11F7","S12F1","S12F2","S12F3","S12F4","S12F5","S12F6","S12F7","S13F1","S13F2","S13F3","S13F4","S13F5","S13F6","S13F7","S14F1","S14F2","S14F3","S14F4","S14F5","S14F6","S14F7","S15F1","S15F2","S15F3","S15F4","S15F5","S15F6","S15F7","S16F1","S16F2","S16F3","S16F4","S16F5","S16F6","S16F7","S17F1","S17F2","S17F3","S17F4","S17F5","S17F6","S17F7","S18F1","S18F2","S18F3","S18F4","S18F5","S18F6","S18F7","S01F1 (#1)","S01F2 (#1)","S01F3 (#1)","S01F4 (#1)","S01F5 (#1)","S01F6 (#1)","S01F7 (#1)","S02F1 (#1)","S02F2 (#1)","S02F3 (#1)","S02F4 (#1)","S02F5 (#1)","S02F6 (#1)","S02F7 (#1)","S03F1 (#1)","S03F2 (#1)","S03F3 (#1)","S03F4 (#1)","S03F5 (#1)","S03F6 (#1)","S03F7 (#1)","S04F1 (#1)","S04F2 (#1)","S04F3 (#1)","S04F4 (#1)","S04F5 (#1)","S04F6 (#1)","S04F7 (#1)","S05F1 (#1)","S05F2 (#1)","S05F3 (#1)","S05F4 (#1)","S05F5 (#1)","S05F6 (#1)","S05F7 (#1)","S06F1 (#1)","S06F2 (#1)","S06F3 (#1)","S06F4 (#1)","S06F5 (#1)","S06F6 (#1)","S06F7 (#1)","S07F1 (#1)","S07F2 (#1)","S07F3 (#1)","S07F4 (#1)","S07F5 (#1)","S07F6 (#1)","S07F7 (#1)","S08F1 (#1)","S08F2 (#1)","S08F3 (#1)","S08F4 (#1)","S08F5 (#1)","S08F6 (#1)","S08F7 (#1)","S09F1 (#1)","S09F2 (#1)","S09F3 (#1)","S09F4 (#1)","S09F5 (#1)","S09F6 (#1)","S09F7 (#1)","S10F1 (#1)","S10F2 (#1)","S10F3 (#1)","S10F4 (#1)","S10F5 (#1)","S10F6 (#1)","S10F7 (#1)","S11F1 (#1)","S11F2 (#1)","S11F3 (#1)","S11F4 (#1)","S11F5 (#1)","S11F6 (#1)","S11F7 (#1)","S12F1 (#1)","S12F2 (#1)","S12F3 (#1)","S12F4 (#1)","S12F5 (#1)","S12F6 (#1)","S12F7 (#1)","S13F1 (#1)","S13F2 (#1)","S13F3 (#1)","S13F4 (#1)","S13F5 (#1)","S13F6 (#1)","S13F7 (#1)","S14F1 (#1)","S14F2 (#1)","S14F3 (#1)","S14F4 (#1)","S14F5 (#1)","S14F6 (#1)","S14F7 (#1)","S15F1 (#1)","S15F2 (#1)","S15F3 (#1)","S15F4 (#1)","S15F5 (#1)","S15F6 (#1)","S15F7 (#1)","S16F1 (#1)","S16F2 (#1)","S16F3 (#1)","S16F4 (#1)","S16F5 (#1)","S16F6 (#1)","S16F7 (#1)","S17F1 (#1)","S17F2 (#1)","S17F3 (#1)","S17F4 (#1)","S17F5 (#1)","S17F6 (#1)","S17F7 (#1)","S18F1 (#1)","S18F2 (#1)","S18F3 (#1)","S18F4 (#1)","S18F5 (#1)","S18F6 (#1)","S18F7 (#1)","ID",1,10,100,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99,winner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108.92,7.29,8.27,4.81,0.85,0.7,1,139.03,0,-1.24,0,0.83,0.75,4,119.96,19.76,5.32,11.4,0.9,0.68,4,119.61,23.06,-3.5,17.71,0.93,0.76,6,121.02,20.95,6.95,9.15,0.93,0.79,1,146,0,0,0,0.94,0.67,8,123.15,23.73,-5.45,14.54,0.96,0.79,4,96.58,10.06,-11.73,10.13,0.95,0.74,,,,,,,,,,,,,,,,,,,,,,1,100.98,0,7.97,0,1,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.005,0.011,0.004,0.009,0.008,0.008,0.005,0.005,0.006,0.006,0.004,0.011,0.007,0.007,0.010,0.005,0.003,0.112,0.008,0.010,0.008,0.003,0.012,0.008,0.009,0.008,0.007,0.005,0.009,0.006,0.009,0.011,0.007,0.005,0.008,0.005,0.004,0.003,0.011,0.007,0.005,0.008,0.010,0.005,0.003,0.010,0.007,0.004,0.009,0.008,0.008,0.009,0.010,0.006,0.007,0.006,0.006,0.008,0.006,0.011,0.006,0.006,0.003,0.007,0.005,0.006,0.007,0.008,0.007,0.010,0.009,0.010,0.013,0.013,0.009,0.008,0.004,0.010,0.010,0.009,0.018,0.006,0.005,0.008,0.013,0.014,0.009,0.007,0.009,0.004,0.007,0.007,0.010,0.011,0.009,0.006,0.008,0.007,0.006,0.004,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124.44,20.45,6.92,7.6,0.83,0.68,1,151,0,-0.38,0,0.86,0.75,4,121.71,27.08,-3.5,8.86,0.93,0.67,5,114.65,20.56,-4.72,11.26,0.93,0.76,5,121.5,20.09,7.95,11.32,0.94,0.77,0,0,0,0,0,0,0,6,123.6,25.05,-1.81,13.21,0.96,0.8,4,97.91,13.3,-7.39,7.01,0.95,0.74,,,,,,,,,,,,,,,,,,,,,,1,113.44,0,9.13,0,1,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.005,0.007,0.009,0.008,0.005,0.018,0.012,0.007,0.009,0.007,0.004,0.005,0.004,0.007,0.004,0.009,0.003,0.116,0.008,0.008,0.008,0.003,0.007,0.004,0.008,0.007,0.007,0.007,0.006,0.010,0.006,0.009,0.014,0.007,0.011,0.005,0.004,0.004,0.015,0.005,0.003,0.006,0.005,0.006,0.002,0.006,0.012,0.004,0.005,0.015,0.008,0.010,0.008,0.011,0.009,0.005,0.005,0.008,0.007,0.007,0.009,0.007,0.004,0.005,0.005,0.009,0.007,0.016,0.005,0.009,0.009,0.007,0.008,0.009,0.005,0.007,0.006,0.010,0.013,0.007,0.012,0.007,0.009,0.011,0.005,0.017,0.009,0.008,0.007,0.009,0.005,0.011,0.008,0.007,0.008,0.006,0.004,0.010,0.008,0.006,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126,0,-3,0,0.91,0.66,2,111,16,0,14,0.94,0.68,1,99,0,17,0,0.94,0.66,1,130,0,1,0,1,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107,0,-15,0,0.93,0.64,,,,,,,,1,133,0,11,0,0.95,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.004,0.005,0.005,0.012,0.003,0.009,0.005,0.004,0.004,0.010,0.008,0.006,0.004,0.006,0.009,0.006,0.007,0.008,0.079,0.008,0.012,0.009,0.005,0.011,0.007,0.006,0.010,0.007,0.006,0.009,0.010,0.008,0.008,0.008,0.005,0.006,0.010,0.011,0.009,0.011,0.016,0.006,0.004,0.005,0.006,0.008,0.012,0.007,0.008,0.004,0.005,0.009,0.006,0.008,0.006,0.006,0.014,0.005,0.008,0.004,0.006,0.008,0.005,0.009,0.007,0.005,0.004,0.012,0.006,0.011,0.010,0.015,0.007,0.009,0.007,0.011,0.005,0.010,0.006,0.006,0.007,0.007,0.006,0.004,0.009,0.006,0.010,0.005,0.004,0.009,0.005,0.004,0.011,0.011,0.006,0.009,0.006,0.014,0.004,0.005,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124.49,0,-5.07,0,0.91,0.66,,,,,,,,,,,,,,,1,124.26,0,3.69,0,0.99,0.74,1,89.63,0,-10.93,0,0.89,0.79,,,,,,,,,,,,,,,1,138.92,0,-9.53,0,0.95,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.002,0.005,0.004,0.009,0.003,0.005,0.011,0.008,0.006,0.005,0.003,0.005,0.008,0.008,0.003,0.009,0.010,0.005,0.062,0.005,0.007,0.006,0.006,0.006,0.012,0.005,0.004,0.006,0.006,0.005,0.005,0.006,0.005,0.006,0.004,0.007,0.009,0.006,0.005,0.006,0.012,0.006,0.004,0.006,0.007,0.006,0.008,0.011,0.004,0.008,0.005,0.007,0.009,0.008,0.005,0.004,0.010,0.005,0.012,0.005,0.007,0.006,0.008,0.003,0.020,0.013,0.007,0.004,0.017,0.012,0.011,0.006,0.007,0.007,0.012,0.004,0.009,0.007,0.006,0.006,0.007,0.011,0.007,0.004,0.017,0.012,0.010,0.005,0.003,0.005,0.006,0.006,0.010,0.007,0.005,0.012,0.007,0.007,0.005,0.014,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124,0,-0.46,0,0.91,0.67,2,103.11,8.9,-0.73,8.43,0.93,0.68,1,91,0,22.62,0,0.96,0.65,0,0,0,0,0,0,0,,,,,,,,4,94,14.58,2.39,13.91,0.94,0.77,5,120.99,11.77,0.99,14.44,0.93,0.75,,,,,,,,,,,,,,,,,,,,,,3,113.21,11.92,-7.31,6.46,0.93,0.69,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.005,0.003,0.008,0.005,0.004,0.013,0.008,0.009,0.003,0.012,0.008,0.007,0.005,0.003,0.005,0.008,0.016,0.007,0.110,0.005,0.006,0.009,0.005,0.012,0.009,0.004,0.010,0.005,0.004,0.004,0.008,0.011,0.007,0.005,0.003,0.004,0.004,0.008,0.007,0.014,0.004,0.007,0.004,0.004,0.004,0.013,0.007,0.014,0.003,0.004,0.023,0.010,0.005,0.009,0.006,0.008,0.007,0.003,0.005,0.006,0.004,0.004,0.006,0.004,0.006,0.004,0.004,0.010,0.020,0.006,0.010,0.004,0.008,0.011,0.003,0.006,0.013,0.003,0.004,0.003,0.006,0.019,0.012,0.003,0.016,0.006,0.017,0.004,0.003,0.003,0.005,0.012,0.007,0.007,0.006,0.006,0.005,0.013,0.003,0.002,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.93,0,-7.13,0,0.88,0.67,2,105.38,23.34,0.14,9.25,0.93,0.68,1,100.72,0,24.02,0,0.94,0.67,1,120.81,0,6.65,0,0.99,0.75,2,93.18,20.82,-4.58,6.58,0.88,0.77,2,101.85,12.15,13.14,9.14,0.92,0.72,7,118.08,20.55,1.91,14.15,0.93,0.77,2,134.35,5.89,5.93,17.16,0.97,0.74,2,131.5,23.5,-8.5,10.5,0.94,0.78,6,123,10.48,6.5,7.74,0.97,0.77,3,119.46,11.44,-9.86,15.76,0.95,0.67,8,117.49,16.23,1,14.88,0.95,0.7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.003,0.009,0.010,0.005,0.007,0.018,0.004,0.009,0.007,0.004,0.005,0.010,0.010,0.007,0.003,0.007,0.005,0.010,0.131,0.005,0.011,0.010,0.007,0.007,0.009,0.010,0.005,0.005,0.006,0.007,0.003,0.010,0.008,0.007,0.006,0.009,0.006,0.007,0.004,0.010,0.010,0.009,0.004,0.006,0.005,0.006,0.005,0.005,0.006,0.003,0.013,0.007,0.004,0.006,0.013,0.004,0.007,0.008,0.004,0.005,0.012,0.006,0.009,0.006,0.011,0.005,0.010,0.011,0.010,0.007,0.012,0.004,0.009,0.008,0.007,0.011,0.007,0.004,0.010,0.005,0.013,0.011,0.012,0.007,0.006,0.013,0.006,0.004,0.006,0.008,0.020,0.006,0.007,0.009,0.006,0.009,0.011,0.007,0.004,0.003,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123.2,0,-3.26,0,0.93,0.67,2,110.72,11.03,0.46,13.8,0.94,0.68,1,105.7,0,23.41,0,0.94,0.65,2,119.03,7.03,-7.59,9.41,0.99,0.76,3,107.42,14.19,-5.48,11.36,0.88,0.71,3,106.02,18.57,12.76,9.73,0.96,0.77,5,114.44,17.47,1.89,14.94,0.93,0.75,,,,,,,,,,,,,,,4,142.84,14.51,9.55,8.38,0.98,0.8,4,127.32,10.18,-4.8,16.56,0.95,0.72,8,120.82,18.12,-4.67,13.61,0.96,0.7,1,123.45,0,13.59,0,0.95,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.003,0.003,0.003,0.004,0.016,0.015,0.006,0.005,0.006,0.007,0.010,0.006,0.004,0.008,0.007,0.005,0.006,0.009,0.140,0.011,0.008,0.007,0.006,0.005,0.004,0.007,0.010,0.004,0.006,0.010,0.006,0.007,0.009,0.009,0.004,0.004,0.003,0.012,0.004,0.008,0.008,0.008,0.006,0.004,0.008,0.011,0.004,0.007,0.004,0.005,0.004,0.004,0.006,0.006,0.004,0.004,0.010,0.016,0.006,0.008,0.006,0.005,0.007,0.009,0.005,0.008,0.006,0.010,0.006,0.012,0.008,0.008,0.005,0.009,0.005,0.017,0.015,0.005,0.006,0.011,0.011,0.009,0.010,0.005,0.006,0.010,0.008,0.003,0.007,0.008,0.005,0.005,0.007,0.016,0.008,0.010,0.010,0.018,0.007,0.006,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,75.27,0,-19.4,0,0.89,0.78,1,75.96,0,16.05,0,0.93,0.68,5,119.55,17.32,4.11,14.94,0.93,0.74,,,,,,,,,,,,,,,4,115.41,21.59,9.79,8.53,0.96,0.78,,,,,,,,,,,,,,,1,143.39,0,12.49,0,0.95,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.003,0.010,0.009,0.006,0.004,0.005,0.004,0.004,0.007,0.007,0.006,0.005,0.008,0.006,0.004,0.007,0.007,0.011,0.080,0.007,0.005,0.006,0.011,0.014,0.017,0.004,0.004,0.006,0.007,0.006,0.015,0.004,0.006,0.005,0.010,0.006,0.008,0.004,0.007,0.021,0.006,0.007,0.007,0.007,0.004,0.016,0.007,0.008,0.007,0.008,0.004,0.012,0.006,0.008,0.017,0.005,0.010,0.006,0.017,0.004,0.008,0.006,0.006,0.004,0.010,0.007,0.007,0.008,0.006,0.008,0.013,0.004,0.008,0.013,0.006,0.005,0.004,0.003,0.006,0.007,0.009,0.016,0.005,0.003,0.008,0.008,0.012,0.008,0.006,0.009,0.005,0.006,0.006,0.006,0.007,0.009,0.006,0.018,0.005,0.007,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99.5,14.5,-11,7,0.95,0.69,3,94.67,11.47,7.33,8.81,0.96,0.71,3,111.67,15.08,9.33,5.73,0.96,0.75,3,97,9.93,-0.67,12.23,0.95,0.7,2,107.5,5.5,-9,8,0.97,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,-14,0,0.98,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.009,0.008,0.006,0.007,0.003,0.008,0.005,0.008,0.005,0.004,0.003,0.006,0.005,0.014,0.008,0.013,0.010,0.009,0.008,0.103,0.006,0.011,0.008,0.022,0.012,0.004,0.002,0.011,0.011,0.008,0.009,0.011,0.010,0.006,0.011,0.007,0.007,0.004,0.010,0.008,0.005,0.010,0.006,0.009,0.006,0.010,0.003,0.007,0.008,0.005,0.011,0.015,0.003,0.007,0.020,0.005,0.008,0.006,0.008,0.003,0.005,0.009,0.005,0.011,0.005,0.006,0.003,0.005,0.005,0.015,0.019,0.007,0.003,0.006,0.012,0.006,0.004,0.012,0.007,0.005,0.010,0.004,0.014,0.010,0.005,0.006,0.004,0.006,0.009,0.008,0.005,0.009,0.004,0.005,0.007,0.010,0.004,0.006,0.006,0.007,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,112.23,4.48,3.56,8.55,0.87,0.7,1,105.02,0,13.77,0,0.99,0.66,5,105.11,13.11,-7.91,11.48,0.89,0.67,2,125.4,14.58,-2.46,12.86,0.93,0.78,3,92.26,10.5,-7.3,10.31,0.94,0.7,4,113.04,33.37,11.08,6.7,0.95,0.76,5,105.36,10.39,5.69,9.93,0.94,0.74,4,102.83,22.14,4.07,13.1,0.97,0.68,3,104.71,10.24,4.37,11.53,0.96,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.01,0,-18.21,0,0.98,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.004,0.004,0.004,0.006,0.007,0.009,0.006,0.009,0.005,0.006,0.007,0.007,0.004,0.013,0.005,0.007,0.009,0.008,0.005,0.121,0.009,0.007,0.012,0.022,0.009,0.004,0.005,0.009,0.007,0.010,0.006,0.009,0.008,0.007,0.012,0.006,0.011,0.010,0.005,0.007,0.008,0.010,0.013,0.011,0.011,0.006,0.007,0.005,0.011,0.012,0.007,0.014,0.007,0.008,0.012,0.008,0.006,0.010,0.006,0.004,0.007,0.010,0.005,0.006,0.006,0.005,0.002,0.006,0.006,0.007,0.011,0.009,0.005,0.006,0.006,0.008,0.006,0.008,0.006,0.004,0.009,0.008,0.005,0.008,0.006,0.006,0.008,0.011,0.009,0.016,0.007,0.008,0.004,0.011,0.005,0.014,0.005,0.009,0.006,0.003,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,109.41,1.8,3.51,13.35,0.86,0.71,1,108.06,0,11.21,0,0.98,0.66,5,104.2,7.07,-5.69,11.39,0.89,0.67,2,123.64,8.88,-3.4,15.99,0.94,0.77,2,100.39,8.13,-10.47,6.12,0.94,0.7,2,93.39,3.3,9.83,0.89,0.95,0.74,1,122.25,0,13.24,0,0.96,0.73,3,94.21,11.93,-1.22,6.29,0.95,0.7,2,106.62,1.4,-3.84,4.9,0.97,0.74,0,0,0,0,0,0,0,,,,,,,,1,75.15,0,-25.2,0,0.98,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.005,0.006,0.008,0.008,0.005,0.012,0.007,0.006,0.006,0.006,0.005,0.009,0.004,0.019,0.010,0.006,0.004,0.011,0.008,0.125,0.011,0.005,0.005,0.017,0.011,0.004,0.009,0.016,0.008,0.008,0.011,0.004,0.012,0.005,0.008,0.008,0.012,0.007,0.005,0.006,0.006,0.006,0.010,0.007,0.009,0.005,0.009,0.005,0.009,0.007,0.004,0.011,0.005,0.007,0.006,0.007,0.009,0.011,0.009,0.006,0.005,0.012,0.005,0.004,0.006,0.006,0.002,0.004,0.009,0.007,0.019,0.008,0.006,0.013,0.011,0.004,0.006,0.006,0.008,0.005,0.004,0.006,0.003,0.008,0.006,0.013,0.007,0.011,0.013,0.006,0.008,0.010,0.004,0.006,0.006,0.008,0.008,0.007,0.004,0.004,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,7,118.02,20.66,-4.35,9.7,0.9,0.67,3,123.17,11.64,-7.12,8.57,0.93,0.72,,,,,,,,4,90.66,12.18,2.9,15.47,0.93,0.71,4,113.43,21.72,3.65,10.89,0.94,0.73,3,96.03,3.25,-2.64,13.39,0.94,0.7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.005,0.008,0.005,0.006,0.010,0.004,0.007,0.011,0.010,0.008,0.007,0.007,0.007,0.018,0.009,0.015,0.006,0.006,0.004,0.110,0.016,0.010,0.007,0.028,0.008,0.011,0.008,0.010,0.010,0.008,0.009,0.009,0.010,0.006,0.011,0.005,0.005,0.003,0.010,0.006,0.003,0.011,0.007,0.006,0.006,0.006,0.002,0.003,0.013,0.012,0.006,0.012,0.002,0.009,0.013,0.006,0.006,0.004,0.012,0.008,0.007,0.015,0.004,0.003,0.007,0.010,0.002,0.002,0.002,0.006,0.012,0.007,0.003,0.005,0.005,0.002,0.003,0.005,0.006,0.005,0.014,0.003,0.003,0.006,0.005,0.008,0.015,0.004,0.005,0.002,0.007,0.006,0.004,0.005,0.006,0.010,0.006,0.005,0.007,0.003,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,108.5,15.73,-3.32,9.36,0.92,0.71,2,128.27,23.25,-7.89,8.99,0.94,0.78,2,100.25,14.23,-7.74,6.41,0.95,0.7,2,92.45,0.31,7.15,4.04,0.95,0.73,4,112.36,14.98,0.48,7.75,0.94,0.73,3,93.37,15.52,-6.06,11.07,0.95,0.7,2,96.75,11.37,-8.1,5.45,0.96,0.73,,,,,,,,0,0,0,0,0,0,0,1,89.82,0,-11.56,0,0.98,0.68,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.004,0.004,0.005,0.007,0.003,0.009,0.002,0.009,0.005,0.003,0.012,0.011,0.009,0.004,0.015,0.013,0.010,0.005,0.003,0.120,0.009,0.006,0.009,0.010,0.007,0.004,0.011,0.006,0.005,0.010,0.009,0.010,0.009,0.006,0.011,0.005,0.005,0.006,0.006,0.007,0.003,0.012,0.010,0.005,0.004,0.014,0.004,0.005,0.008,0.008,0.009,0.009,0.007,0.009,0.016,0.007,0.016,0.007,0.010,0.005,0.007,0.006,0.010,0.003,0.005,0.006,0.007,0.007,0.005,0.005,0.012,0.004,0.003,0.005,0.009,0.007,0.014,0.003,0.006,0.010,0.006,0.004,0.010,0.010,0.004,0.013,0.009,0.006,0.006,0.006,0.007,0.009,0.003,0.008,0.007,0.006,0.010,0.007,0.010,0.010,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,107.71,0,12.88,0,0.96,0.65,3,112.74,11.68,-5.79,10.18,0.9,0.71,,,,,,,,2,97.77,22.71,-10.59,8.3,0.94,0.69,2,80.68,0.32,18.43,1.8,0.95,0.74,2,109.88,15.69,10.39,6.74,0.98,0.75,1,103,0,0.56,0,0.93,0.76,1,92.66,0,-18.24,0,0.99,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.004,0.004,0.008,0.009,0.005,0.006,0.004,0.007,0.005,0.011,0.006,0.007,0.008,0.013,0.005,0.011,0.008,0.008,0.006,0.099,0.010,0.013,0.008,0.019,0.008,0.009,0.005,0.007,0.009,0.019,0.006,0.014,0.012,0.009,0.015,0.009,0.004,0.008,0.007,0.006,0.005,0.011,0.008,0.009,0.010,0.010,0.006,0.005,0.009,0.013,0.012,0.011,0.008,0.007,0.013,0.006,0.011,0.005,0.012,0.005,0.005,0.005,0.008,0.007,0.005,0.010,0.005,0.006,0.007,0.006,0.010,0.006,0.005,0.006,0.008,0.003,0.007,0.005,0.012,0.007,0.011,0.011,0.002,0.011,0.004,0.008,0.010,0.005,0.005,0.003,0.004,0.004,0.009,0.009,0.011,0.009,0.005,0.004,0.005,0.005,26
